10,0.019667,14,34
20,0.001517,28,68
40,0.001133,56,136
80,0.001339,113,273
160,0.00136,226,546
320,0.001303,452,1092
640,0.00129,905,2185
1280,0.001604,1810,4370
2560,0.001219,3620,8740
5120,0.001357,7240,17480
10240,0.001259,14481,34961
20480,0.001293,28963,69923
40960,0.001449,57926,139846
81920,0.001416,115852,279692
163840,0.001326,231704,559384
327680,0.001353,463409,1.11877e+06
655360,0.001313,926819,2.23754e+06
1310720,0.001247,1.85364e+06,4.47508e+06
2621440,0.001231,3.70728e+06,8.95016e+06
5242880,0.001213,7.41455e+06,1.79003e+07
10485760,0.001215,1.48291e+07,3.58006e+07
20971520,0.001458,2.96582e+07,7.16012e+07
41943040,0.00179,5.93164e+07,1.43202e+08
83886080,0.000976,1.18633e+08,2.86405e+08
167772160,0.000882,2.37266e+08,5.7281e+08
335544320,0.000992,4.74531e+08,1.14562e+09
671088640,0.000922,9.49063e+08,2.29124e+09
1342177280,0.00091,1.89813e+09,4.58248e+09
2684354560,0.001044,3.79625e+09,9.16496e+09
5368709120,0.001482,7.5925e+09,1.83299e+10
10737418240,0.000959,1.5185e+10,3.66598e+10
21474836480,0.001114,3.037e+10,7.33197e+10
42949672960,0.001216,6.074e+10,1.46639e+11
85899345920,0.001108,1.2148e+11,2.93279e+11
171798691840,0.001189,2.4296e+11,5.86557e+11
343597383680,0.001169,4.8592e+11,1.17311e+12
687194767360,0.001189,9.7184e+11,2.34623e+12
1374389534720,0.001205,1.94368e+12,4.69246e+12
2748779069440,0.001295,3.88736e+12,9.38492e+12
5497558138880,0.001137,7.77472e+12,1.87698e+13
10995116277760,0.001149,1.55494e+13,3.75397e+13
21990232555520,0.001259,3.10989e+13,7.50794e+13
43980465111040,0.001151,6.21978e+13,1.50159e+14
87960930222080,0.001152,1.24396e+14,3.00317e+14
175921860444160,0.001265,2.48791e+14,6.00635e+14
351843720888320,0.001191,4.97582e+14,1.20127e+15
703687441776640,0.001109,9.95164e+14,2.40254e+15
1407374883553280,0.001165,1.99033e+15,4.80508e+15
2814749767106560,0.00113,3.98066e+15,9.61016e+15
5629499534213120,0.00103,7.96131e+15,1.92203e+16
11258999068426240,0.001267,1.59226e+16,3.84406e+16
22517998136852480,0.001097,3.18453e+16,7.68813e+16
45035996273704960,0.001103,6.36905e+16,1.53763e+17
90071992547409920,0.001106,1.27381e+17,3.07525e+17
180143985094819840,0.001106,2.54762e+17,6.1505e+17
